City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
331,Inongo,CD,75.09,overcast clouds,-1.95,18.2667,Chez LELE IYOLO
332,Patrasaer,IN,64.71,clear sky,23.2167,87.5167,No hotel found
334,Muros,ES,48.16,overcast clouds,42.7762,-9.0603,"Casa Rural A Xacobeira, Louro, Muros"
335,Potosi,BO,43.57,overcast clouds,-19.5836,-65.7531,Hotel Santa Teresa
337,Innisfail,AU,76.55,light rain,-17.5333,146.0333,No hotel found
338,Acapulco,MX,80.42,clear sky,16.8634,-99.8901,Hotel del Magisterio
339,Makakilo City,US,77.32,heavy intensity rain,21.3469,-158.0858,Four Seasons O'ahu at Ko Olina
340,San Carlos De Bariloche,AR,49.75,clear sky,-41.1456,-71.3082,Mirando al Sur
341,Esperance,AU,70.23,scattered clouds,-33.8667,121.9,Hospitality
342,Rapar,IN,68.22,clear sky,23.5667,70.6333,No hotel found
344,Arica,CL,76.55,overcast clouds,-18.475,-70.3042,Le Petit Clos
345,Morant Bay,JM,78.42,clear sky,17.8815,-76.4093,Golden Shore Resort
346,Naze,JP,61.72,broken clouds,28.3667,129.4833,ホテルウエストコート奄美Ⅰ
349,Dingle,PH,79.43,scattered clouds,10.9995,122.6711,No hotel found
350,Narnaul,IN,59.29,clear sky,28.0444,76.1083,No hotel found
352,Montes Altos,BR,72.43,overcast clouds,-5.8333,-47.0667,No hotel found
353,Okato,NZ,65.17,overcast clouds,-39.2,173.8833,Stony River Boutique Hotel
357,Finschhafen,PG,82.29,overcast clouds,-6.6024,147.8681,No hotel found
358,Caluquembe,AO,54.75,broken clouds,-13.7833,14.6833,No hotel found
359,Klaksvik,FO,40.12,scattered clouds,62.2266,-6.589,Hotel Klaksvik
360,Biloela,AU,87.04,overcast clouds,-24.4167,150.5,No hotel found
361,Souillac,MU,73.78,light intensity shower rain,-20.5167,57.5167,Hotel SkylineInn
362,Chibombo,ZM,64.49,moderate rain,-14.6569,28.0706,No hotel found
364,Flinders,AU,85.17,overcast clouds,-34.5833,150.8552,No hotel found
365,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Natural Bungalows
366,Sao Joao Da Barra,BR,73.13,overcast clouds,-21.6403,-41.0511,Pousada Mediterrâneo
367,Aswan,EG,49.3,clear sky,24.0934,32.907,Mövenpick Resort Aswan
368,Marsaxlokk,MT,43.41,few clouds,35.8419,14.5431,Harbour Lodge
373,Kieta,PG,84.97,scattered clouds,-6.2167,155.6333,No hotel found
374,Shaowu,CN,50.61,clear sky,27.3409,117.4831,Jinqiu Hotel
375,Pinheiro Machado,BR,63.05,clear sky,-31.5783,-53.3811,No hotel found
376,Tabou,CI,79.92,overcast clouds,4.423,-7.3528,hôtel le rochet
378,Saint-Philippe,RE,71.19,broken clouds,-21.3585,55.7679,Le Baril
379,Kaeo,NZ,70.92,scattered clouds,-35.1,173.7833,No hotel found
382,Poso,ID,84.06,overcast clouds,-1.3959,120.7524,Natuna Hotel
385,Mananjary,MG,73.09,light rain,-21.2167,48.3333,Jardin de la Mer
387,Damaturu,NG,60.21,few clouds,11.747,11.9608,No hotel found
388,Kulim,MY,83.73,overcast clouds,5.365,100.5618,Hotel Seri Malaysia
389,Pacific Grove,US,53.24,clear sky,36.6177,-121.9166,InterContinental The Clement Monterey Hotel
390,Omboue,GA,75.11,overcast clouds,-1.5746,9.2618,Olako
393,Oron,NG,77.52,few clouds,4.8256,8.2343,No hotel found
395,Diffa,NE,63.18,few clouds,13.3154,12.6113,Hôtel 18
396,Malakal,SS,72.27,overcast clouds,9.5334,31.6605,No hotel found
397,Clarence Town,AU,85.6,clear sky,-32.5833,151.7833,Erringhi Hotel
399,Manjeshwar,IN,72.55,few clouds,12.7194,74.8861,No hotel found
400,Winder,US,55.33,mist,33.9926,-83.7202,Quality Inn
401,Nova Olimpia,BR,75.7,overcast clouds,-14.7972,-57.2881,Hotel Palace II
402,Coos Bay,US,46.38,clear sky,43.3665,-124.2179,Edgewater Inn
403,Kaihua,CN,50.77,overcast clouds,23.3687,104.28,No hotel found
404,Havelock,US,63.99,overcast clouds,34.8791,-76.9013,Days Inn by Wyndham Havelock
405,Port Macquarie,AU,80.89,clear sky,-31.4333,152.9167,ibis Styles Port Macquarie
406,Miri,MY,84.34,scattered clouds,4.4148,114.0089,Imperial Hotel Miri
408,Basco,PH,70.36,overcast clouds,20.4487,121.9702,Shanedels Inn and Cafe
409,Soure,BR,77.04,overcast clouds,-0.7167,-48.5233,Fazenda São Gerônimo
411,Ruwi,OM,67.69,scattered clouds,23.5996,58.5507,Al Falaj Hotel
412,Talcahuano,CL,60.48,clear sky,-36.7167,-73.1167,Club Recreativo Armada de Chile
413,Riyadh,SA,53.74,overcast clouds,24.6877,46.7219,Hilton Garden Inn Riyadh Olaya
414,Vila Franca Do Campo,PT,55.81,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
416,Lakes Entrance,AU,95.16,overcast clouds,-37.8811,147.981,Central Hotel
417,Herat,AF,61.66,overcast clouds,34.5,62.0,No hotel found
418,Aberdeen,GB,43.48,broken clouds,57.1437,-2.0981,Sandman Signature Aberdeen Hotel
421,Padang,ID,78.85,overcast clouds,-0.9492,100.3543,Mercure Hotel
422,Vila Velha,BR,80.55,few clouds,-20.3297,-40.2925,Hostess Hotel
423,Trairi,BR,76.82,overcast clouds,-3.2778,-39.2689,No hotel found
425,Grand Gaube,MU,74.37,clear sky,-20.0064,57.6608,Hotel Lux- Grand Gaube
426,Margate,GB,48.69,overcast clouds,51.3813,1.3862,The Yarrow Hotel
427,Russell,US,70.88,overcast clouds,32.3502,-85.1999,No hotel found
428,Richards Bay,ZA,74.7,overcast clouds,-28.783,32.0377,Protea Hotel
429,Vao,NC,75.38,broken clouds,-22.6667,167.4833,Nataiwatch
430,Katherine,AU,91.72,broken clouds,-14.4667,132.2667,Knott's Crossing Resort
431,Alofi,NU,82.29,light rain,-19.0595,-169.9187,No hotel found
432,Gitarama,RW,62.06,overcast clouds,-2.0744,29.7567,No hotel found
433,Barentu,ER,61.11,few clouds,15.1139,37.5928,Family Unite توحيد الأسرة
434,Khanpur,PK,64.09,clear sky,28.6453,70.6567,Lavish Hotel
435,Hasaki,JP,43.29,scattered clouds,35.7333,140.8333,犬吠埼温泉　ぎょうけい館
437,Powell,US,59.04,clear sky,40.1578,-83.0752,Nationwide Hotel and Conference Center
439,Nouadhibou,MR,62.58,sand,20.931,-17.0347,السلام
440,Morros,BR,75.49,broken clouds,-9.4467,-46.3003,No hotel found
441,Ohara,JP,42.22,scattered clouds,35.25,140.3833,No hotel found
442,Comodoro Rivadavia,AR,53.46,scattered clouds,-45.8667,-67.5,Wam Hotel
443,Bodden Town,KY,79.0,clear sky,19.2833,-81.25,Turtle Nest Inn
444,Pilar,BR,76.93,overcast clouds,-9.5972,-35.9567,No hotel found
447,Tutoia,BR,79.81,overcast clouds,-2.7619,-42.2744,Baluarte
449,Malanje,AO,62.37,overcast clouds,-9.5402,16.341,Hotel Palanca
450,Morro Bay,US,51.22,clear sky,35.3658,-120.8499,Inn at Morro Bay
451,Taperoa,BR,73.54,overcast clouds,-7.2075,-36.8267,Hotel Pedra do Reino
452,Valguarnera Caropepe,IT,40.8,clear sky,37.4955,14.3888,No hotel found
456,Morehead,US,61.0,clear sky,37.2711,-87.1764,No hotel found
457,Danielskuil,ZA,67.6,overcast clouds,-28.1887,23.5395,No hotel found
458,Acarau,BR,78.01,overcast clouds,-2.8856,-40.12,No hotel found
462,Yen Bai,VN,61.79,overcast clouds,21.7,104.8667,Vien Thanh
465,Xuanzhou,CN,45.39,clear sky,30.9525,118.7553,敬亭湖宾馆
466,Beibei,CN,51.37,overcast clouds,29.8256,106.4339,桂园宾馆
468,Half Moon Bay,US,53.4,clear sky,37.4636,-122.4286,Quality Inn
469,Roma,US,59.72,few clouds,43.2128,-75.4557,Wingate by Wyndham Rome
471,Finote Selam,ET,58.24,broken clouds,10.7,37.2667,አባይ ፔንሲዮን
472,Ambunti,PG,79.92,overcast clouds,-4.2365,142.8448,No hotel found
474,Ponta Do Sol,PT,59.0,scattered clouds,32.6667,-17.1,Estalagem Ponta do Sol
476,Los Llanos De Aridane,ES,53.35,broken clouds,28.6585,-17.9182,Apartamentos Atlantis
477,Tondano,ID,77.09,overcast clouds,1.3038,124.9112,No hotel found
478,Birin,NP,54.64,broken clouds,26.8865,88.0718,Hotel Mandala
480,Virginia Beach,US,68.02,scattered clouds,36.8529,-75.978,Hampton Inn - Virginia Beach Oceanfront North
481,Merauke,ID,83.3,overcast clouds,-8.4667,140.3333,No hotel found
482,Caucaia,BR,81.03,broken clouds,-3.7361,-38.6531,No hotel found
484,Ardakan,IR,46.94,overcast clouds,32.31,54.0175,هتل جهانگردی اردکان
485,Idukki,IN,61.88,clear sky,9.85,76.9667,SRM Residency
487,Mazara Del Vallo,IT,48.94,clear sky,37.6641,12.588,D'Angelo Palace
488,Lumphat,KH,81.21,clear sky,13.4878,106.9816,No hotel found
489,Machali,CL,68.04,clear sky,-34.1833,-70.6667,Hotel Terrado
492,Manduria,IT,45.32,clear sky,40.4018,17.6335,Morgan Hotel
493,Galveston,US,73.51,mist,29.3669,-94.9669,Comfort Inn & Suites Texas City
495,Gerash,IR,51.94,few clouds,27.6652,54.1371,هتل آبشار
498,Panzhihua,CN,60.48,clear sky,26.5851,101.7128,金沙明珠大酒店
499,Mozarlandia,BR,71.91,overcast clouds,-14.7447,-50.5706,No hotel found
503,Kulhudhuffushi,MV,80.2,broken clouds,6.6221,73.07,No hotel found
504,Oussouye,SN,70.54,overcast clouds,12.485,-16.5469,Campement Emanaye
506,Charters Towers,AU,74.37,overcast clouds,-20.1,146.2667,No hotel found
508,San Jose,US,53.53,few clouds,37.3394,-121.895,Four Points by Sheraton San Jose Downtown
509,Westport,US,60.28,overcast clouds,41.1415,-73.3579,Norwalk Inn and Conference Center
510,Ibra,OM,63.73,clear sky,22.6906,58.5334,Tafadal
511,Miramar,US,75.22,few clouds,25.9873,-80.2323,Quality Inn & Suites Hollywood Boulevard
512,Kollam,IN,71.02,few clouds,8.8833,76.6,Zodiac Regency
513,East Wenatchee,US,42.85,clear sky,47.4157,-120.2931,Travelodge by Wyndham Wenatchee
516,Abong Mbang,CM,62.58,broken clouds,3.9833,13.1833,No hotel found
517,Vila,PT,40.08,scattered clouds,42.0304,-8.1588,Hotel Miracastro
520,Tucuma,BR,75.36,moderate rain,-0.1833,-50.05,No hotel found
521,Dharchula,IN,54.27,clear sky,29.85,80.5333,बिस्ट होटल
524,Santa Quiteria,BR,73.71,overcast clouds,-4.3319,-40.1567,No hotel found
526,Hualmay,PE,75.04,overcast clouds,-11.0964,-77.6139,Kotosh
527,Araouane,ML,71.51,overcast clouds,18.9048,-3.5265,No hotel found
529,Blyth,GB,47.19,overcast clouds,55.1271,-1.5086,The Commissioners Quay Inn
531,Christchurch,NZ,69.91,scattered clouds,-43.5333,172.6333,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
532,Atambua,ID,78.12,overcast clouds,-9.1061,124.8925,Hotel Matahari
533,Moron,AR,80.78,few clouds,-34.6534,-58.6198,Hotel Haedo
537,Grand Baie,MU,74.44,clear sky,-20.0182,57.5802,Trou aux Biches Resort & Spa
538,Puerto Madryn,AR,47.64,moderate rain,-42.7692,-65.0385,Hostel Kalo
541,Hit,IQ,45.68,few clouds,33.6416,42.8251,No hotel found
543,Mitu,CO,73.4,overcast clouds,1.1983,-70.1733,No hotel found
544,Malindi,KE,75.06,broken clouds,-3.2175,40.1191,Gilani's Hotel
546,Tanabe,JP,47.41,few clouds,33.7333,135.3667,ホテル川久
547,Lockhart,US,71.98,few clouds,28.6194,-81.4426,Homewood Suites
548,Arrecife,ES,55.38,clear sky,28.963,-13.5477,Arrecife Gran Hotel
549,Dalby,AU,84.31,clear sky,-27.1833,151.2667,No hotel found
550,Gladstone,AU,85.93,scattered clouds,-23.85,151.25,Curtis Central Apartments
551,Yanam,IN,69.01,clear sky,16.7333,82.2167,No hotel found
552,Tocache,PE,71.94,overcast clouds,-8.1842,-76.5125,Residencial Rey
553,Umm Lajj,SA,61.05,clear sky,25.0213,37.2685,No hotel found
554,Rawson,AR,47.68,light rain,-43.3002,-65.1023,Hotel Punta León
555,Kutum,SD,50.59,clear sky,14.2,24.6667,No hotel found
556,Kainantu,PG,68.22,overcast clouds,-6.2887,145.8655,Kainantu Lodge
557,Msanga,TZ,63.75,clear sky,-6.05,36.0333,No hotel found
558,Bloemfontein,ZA,62.08,overcast clouds,-29.1211,26.214,President Hotel-Bloemfontain
559,Hilton Head Island,US,62.98,clear sky,32.2163,-80.7526,Disney's Hilton Head Island Resort
561,Cuamba,MZ,67.03,light rain,-14.8031,36.5372,Pensao Cariaco
562,San Felipe,VE,71.17,overcast clouds,10.3399,-68.7425,Antigua Mision
563,Batemans Bay,AU,76.1,overcast clouds,-35.7167,150.1833,Aquarius Apartments
564,Sanchor,IN,64.09,clear sky,24.7553,71.7722,Hotel Kaushal International
565,Kathmandu,NP,55.62,mist,27.7167,85.3167,Dwarika's Hotel
568,Nabire,ID,81.81,light rain,-3.3667,135.4833,Hotel Anggrek
569,Pangai,TO,84.31,light rain,-19.8,-174.35,Meletonga Guesthouse
570,Uyuni,BO,52.9,broken clouds,-20.4597,-66.825,Jardines de Uyuni Hotel
572,Darab,IR,55.83,clear sky,28.7519,54.5444,محدوده هتل جهانگردی
573,Katobu,ID,82.53,overcast clouds,-4.9408,122.5276,No hotel found
575,Cabedelo,BR,81.27,overcast clouds,-6.9811,-34.8339,No hotel found
576,Sagar,IN,62.38,clear sky,23.8333,78.7167,No hotel found
577,Chizhou,CN,45.23,clear sky,30.6578,117.4831,No hotel found
580,Awjilah,LY,54.79,overcast clouds,29.1081,21.2869,No hotel found
581,Gulbarga,IN,69.48,clear sky,17.3333,76.8333,Southern Star
585,Bouna,CI,72.45,broken clouds,9.2667,-3.0,Hôtel ZARA
586,Bastia,FR,51.3,overcast clouds,42.6667,9.3333,Hôtel Les Galets
587,Bontang,ID,81.54,overcast clouds,0.1333,117.5,Hotel Bintang Sintuk
589,Xingyi,CN,49.66,overcast clouds,24.1877,102.817,No hotel found
590,Buzmeyin,TM,40.73,mist,38.0507,58.2056,Myhmanhana
592,Kudahuvadhoo,MV,80.78,overcast clouds,2.6708,72.8944,No hotel found
594,Sao Filipe,CV,69.98,clear sky,14.8961,-24.4956,Bela Vista
596,Asarganj,IN,62.74,clear sky,25.15,86.6833,No hotel found
598,Villiers,ZA,59.86,overcast clouds,-27.0303,28.6006,No hotel found
600,Hun,LY,48.0,clear sky,29.1268,15.9477,فندق الهروج
601,Kokopo,PG,85.26,overcast clouds,-4.352,152.2633,Gazelle Peninsula Lodge
602,Salinopolis,BR,77.45,light rain,-0.6136,-47.3561,Hotel Salinópolis
604,Kiunga,PG,86.56,overcast clouds,-6.1219,141.2906,No hotel found
606,Kismayo,SO,75.79,broken clouds,-0.3582,42.5454,فندق قييل مواي
608,Lagoa Vermelha,BR,61.18,overcast clouds,-28.2086,-51.5258,Alto da Lagoa
609,Asosa,ET,59.74,broken clouds,10.0667,34.5333,Bamboo Paradise
611,Bonthe,SL,76.05,overcast clouds,7.5264,-12.505,No hotel found
616,Ukiah,US,48.09,clear sky,39.1502,-123.2078,Travelodge by Wyndham Ukiah
617,Agadez,NE,53.37,overcast clouds,19.75,10.25,No hotel found
618,Santa Maria,BR,72.7,clear sky,-29.6842,-53.8069,Hotel de Trânsito de Santa Maria
620,Necochea,AR,61.03,few clouds,-38.5473,-58.7368,Cabañas Río Quequén
621,Chicama,PE,72.14,overcast clouds,-7.8447,-79.1469,No hotel found
622,Puerto Colombia,CO,78.89,clear sky,10.9878,-74.9547,Hotel Boutique Casa Berastegui
623,Uruacu,BR,70.59,scattered clouds,-14.5247,-49.1408,No hotel found
624,Coahuayana,MX,68.52,clear sky,18.7333,-103.6833,No hotel found
627,Constitucion,CL,59.07,clear sky,-35.3333,-72.4167,Hotel Casona del Cerro
628,Ewa Beach,US,78.75,light rain,21.3156,-158.0072,Hampton Inn & Suites Oahu/Kapolei
629,Taunton,GB,50.22,overcast clouds,51.0211,-3.1047,The Castle Hotel
630,Brewster,US,61.14,clear sky,41.3973,-73.6171,Comfort Inn
631,Saint-Pierre,RE,73.9,clear sky,-21.3393,55.4781,Le Terre Sainte
632,Rocha,UY,60.89,clear sky,-34.4833,-54.3333,Hotel Trocadero
633,Presidencia Roque Saenz Pena,AR,83.3,few clouds,-26.7852,-60.4388,Hotel Gualok
635,Nyaunglebin,MM,85.17,clear sky,17.95,96.7333,စန်းဋ္ဌေး
637,Bilma,NE,55.67,few clouds,18.6853,12.9164,No hotel found
638,Non Thai,TH,77.49,overcast clouds,15.1981,102.0358,No hotel found
639,Piopio,NZ,71.1,scattered clouds,-38.4667,175.0167,No hotel found
640,Viedma,AR,56.35,broken clouds,-40.8135,-62.9967,Hostel EL NOGAL
641,Xai-Xai,MZ,73.65,clear sky,-25.0519,33.6442,No hotel found
642,Kalmunai,LK,75.92,overcast clouds,7.4167,81.8167,Sakkaryya Hotel and Restaurant
645,Martin,US,74.97,clear sky,27.0837,-80.4164,No hotel found
646,Mariel,CU,68.25,clear sky,22.9875,-82.7536,No hotel found
647,Namatanai,PG,86.36,overcast clouds,-3.6667,152.4333,Namatanai Hotel
649,Birao,CF,66.06,clear sky,10.2849,22.7882,No hotel found
650,Wad Rawah,SD,61.21,clear sky,15.1603,33.1397,No hotel found
651,Maine-Soroa,NE,58.55,few clouds,13.2114,12.0241,Maïné-Soroa
652,La Romana,DO,73.76,few clouds,18.4273,-68.9728,Hotel Olimpo
653,Caravelas,BR,78.28,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
654,Pitanga,BR,62.76,broken clouds,-24.7572,-51.7614,No hotel found
655,Tiznit,MA,48.56,broken clouds,29.5833,-9.5,No hotel found
659,Mount Gambier,AU,96.62,overcast clouds,-37.8333,140.7667,Commodore on the Park
660,Conceicao Do Araguaia,BR,73.96,overcast clouds,-8.2578,-49.2647,No hotel found
661,Bolobo,CD,73.24,overcast clouds,-2.1667,16.2333,No hotel found
665,Formosa Do Rio Preto,BR,72.95,scattered clouds,-11.0483,-45.1931,Pousada Universo - Formosa do Rio Preto BA
667,Rajpipla,IN,77.63,clear sky,21.8667,73.5,No hotel found
671,Fort Dix,US,62.31,clear sky,40.0298,-74.6185,Days Inn by Wyndham Wrightstown
672,Mao,ES,50.56,scattered clouds,39.8885,4.2658,Artiem Capri
673,Slidell,US,73.0,scattered clouds,30.2752,-89.7812,TownePlace Suites Slidell
674,Quatre Cocos,MU,74.08,clear sky,-20.2078,57.7625,Hotel Sunrise Attitude
676,Pombas,CV,65.98,few clouds,17.1503,-25.0201,Aldeia Manga (Bungalowhotel)
680,Nicoya,CR,77.7,clear sky,10.1483,-85.452,Hotel Jenny
