City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
453,Kashi,CN,39.4547,75.9797,33.01,86,75,2.24,broken clouds
454,Kungurtug,RU,50.5994,97.5228,-11.33,91,33,1.28,scattered clouds
455,Srednekolymsk,RU,67.45,153.6833,-28.7,94,99,3.76,overcast clouds
456,Morehead,US,37.2711,-87.1764,61.0,89,0,0.0,clear sky
457,Danielskuil,ZA,-28.1887,23.5395,67.6,67,100,4.29,overcast clouds
458,Acarau,BR,-2.8856,-40.12,78.01,85,95,8.12,overcast clouds
459,Sapernoye,RU,60.7167,29.9505,33.51,98,100,5.95,overcast clouds
460,At-Bashi,KG,41.1702,75.8106,26.26,94,100,1.68,light snow
461,Vammala,FI,61.3333,22.9,32.7,92,100,8.79,overcast clouds
462,Yen Bai,VN,21.7,104.8667,61.79,70,100,1.36,overcast clouds
463,Sistranda,NO,63.7256,8.834,39.16,77,100,37.56,overcast clouds
464,Sivas,TR,39.7916,37.0019,18.23,92,75,6.91,mist
465,Xuanzhou,CN,30.9525,118.7553,45.39,52,0,6.4,clear sky
466,Beibei,CN,29.8256,106.4339,51.37,78,100,1.21,overcast clouds
467,Turukhansk,RU,65.8167,87.9833,4.57,96,100,9.46,overcast clouds
468,Half Moon Bay,US,37.4636,-122.4286,53.4,53,0,12.66,clear sky
469,Roma,US,43.2128,-75.4557,59.72,64,13,16.28,few clouds
470,Longyearbyen,SJ,78.2186,15.6401,26.44,68,20,23.02,few clouds
471,Finote Selam,ET,10.7,37.2667,58.24,66,83,2.33,broken clouds
472,Ambunti,PG,-4.2365,142.8448,79.92,83,100,1.68,overcast clouds
473,Rotnes,NO,60.0571,10.8614,34.66,99,100,8.61,overcast clouds
474,Ponta Do Sol,PT,32.6667,-17.1,59.0,53,39,11.61,scattered clouds
475,Aramil,RU,56.6977,60.8369,1.51,85,0,4.47,clear sky
476,Los Llanos De Aridane,ES,28.6585,-17.9182,53.35,81,75,10.36,broken clouds
477,Tondano,ID,1.3038,124.9112,77.09,70,100,2.64,overcast clouds
478,Birin,NP,26.8865,88.0718,54.64,43,80,1.59,broken clouds
479,Korla,CN,41.7597,86.1469,32.05,52,100,3.62,overcast clouds
480,Virginia Beach,US,36.8529,-75.978,68.02,61,40,9.22,scattered clouds
481,Merauke,ID,-8.4667,140.3333,83.3,75,100,16.78,overcast clouds
482,Caucaia,BR,-3.7361,-38.6531,81.03,79,75,3.44,broken clouds
483,Kupino,RU,54.3663,77.2981,-12.82,99,52,6.35,broken clouds
484,Ardakan,IR,32.31,54.0175,46.94,81,100,13.85,overcast clouds
485,Idukki,IN,9.85,76.9667,61.88,52,8,4.9,clear sky
486,Outjo,NA,-20.1167,16.15,61.52,41,9,7.56,clear sky
487,Mazara Del Vallo,IT,37.6641,12.588,48.94,79,0,6.4,clear sky
488,Lumphat,KH,13.4878,106.9816,81.21,47,6,11.48,clear sky
489,Machali,CL,-34.1833,-70.6667,68.04,43,3,0.72,clear sky
490,Omsukchan,RU,62.5333,155.8,-19.14,95,100,7.56,overcast clouds
491,Datong,CN,40.0936,113.2914,23.41,76,6,1.39,clear sky
492,Manduria,IT,40.4018,17.6335,45.32,72,0,1.21,clear sky
493,Galveston,US,29.3669,-94.9669,73.51,90,100,18.41,mist
494,Okhotsk,RU,59.3833,143.3,-4.7,72,100,18.59,overcast clouds
495,Gerash,IR,27.6652,54.1371,51.94,36,12,5.61,few clouds
496,Shache,CN,38.4167,77.2406,32.16,50,100,2.13,overcast clouds
497,Manzhouli,CN,49.6,117.4333,4.32,94,100,7.81,overcast clouds
498,Panzhihua,CN,26.5851,101.7128,60.48,41,0,1.43,clear sky
499,Mozarlandia,BR,-14.7447,-50.5706,71.91,89,100,4.54,overcast clouds
500,Knyaze-Volkonskoye,RU,48.4642,135.4567,10.74,85,34,7.2,scattered clouds
501,Reutte,AT,47.4833,10.7167,38.16,65,99,6.53,overcast clouds
502,Nome,US,64.5011,-165.4064,-11.83,83,0,0.0,clear sky
503,Kulhudhuffushi,MV,6.6221,73.07,80.2,66,82,9.53,broken clouds
504,Oussouye,SN,12.485,-16.5469,70.54,69,89,5.7,overcast clouds
505,Fort Nelson,CA,58.8053,-122.7002,6.39,87,75,2.3,broken clouds
506,Charters Towers,AU,-20.1,146.2667,74.37,73,100,17.13,overcast clouds
507,Vilshofen,DE,48.6333,13.1833,31.24,78,18,1.1,few clouds
508,San Jose,US,37.3394,-121.895,53.53,45,20,6.91,few clouds
509,Westport,US,41.1415,-73.3579,60.28,79,100,1.01,overcast clouds
510,Ibra,OM,22.6906,58.5334,63.73,30,2,3.31,clear sky
511,Miramar,US,25.9873,-80.2323,75.22,75,20,11.5,few clouds
512,Kollam,IN,8.8833,76.6,71.02,73,11,7.43,few clouds
513,East Wenatchee,US,47.4157,-120.2931,42.85,59,0,4.61,clear sky
514,Maple Creek,CA,49.9168,-109.4848,25.21,67,84,3.47,broken clouds
515,Gonen,TR,40.1049,27.654,33.03,32,7,0.47,clear sky
516,Abong Mbang,CM,3.9833,13.1833,62.58,43,77,2.84,broken clouds
517,Vila,PT,42.0304,-8.1588,40.08,84,43,3.53,scattered clouds
518,Verkh-Usugli,RU,52.7,115.1667,8.6,88,100,1.45,overcast clouds
519,Xining,CN,36.6167,101.7667,20.95,69,38,3.33,scattered clouds
520,Tucuma,BR,-0.1833,-50.05,75.36,95,100,3.78,moderate rain
521,Dharchula,IN,29.85,80.5333,54.27,28,1,6.33,clear sky
522,Chemodanovka,RU,53.2316,45.2474,12.09,95,99,6.69,overcast clouds
523,Karratha,AU,-20.7377,116.8463,100.72,21,9,5.82,clear sky
524,Santa Quiteria,BR,-4.3319,-40.1567,73.71,92,100,1.79,overcast clouds
525,Verkhnevilyuysk,RU,63.4453,120.3167,-10.17,97,99,2.46,overcast clouds
526,Hualmay,PE,-11.0964,-77.6139,75.04,81,100,4.54,overcast clouds
527,Araouane,ML,18.9048,-3.5265,71.51,18,100,12.19,overcast clouds
528,Siniscola,IT,40.5719,9.6922,35.15,84,54,3.29,broken clouds
529,Blyth,GB,55.1271,-1.5086,47.19,78,100,8.05,overcast clouds
530,Batagay-Alyta,RU,67.8006,130.4114,-28.41,86,35,2.51,scattered clouds
531,Christchurch,NZ,-43.5333,172.6333,69.91,59,40,20.71,scattered clouds
532,Atambua,ID,-9.1061,124.8925,78.12,82,96,2.95,overcast clouds
533,Moron,AR,-34.6534,-58.6198,80.78,49,24,6.73,few clouds
534,Kurtamysh,RU,54.9103,64.4319,-2.33,99,100,3.78,overcast clouds
535,Sept-Iles,CA,50.2001,-66.3821,27.12,95,100,9.22,mist
536,Saravan,AM,39.7196,45.6483,6.57,91,98,5.53,overcast clouds
537,Grand Baie,MU,-20.0182,57.5802,74.44,77,2,4.0,clear sky
538,Puerto Madryn,AR,-42.7692,-65.0385,47.64,74,100,18.32,moderate rain
539,Elban,RU,50.1018,136.5094,-2.7,92,99,4.85,overcast clouds
540,Taksimo,RU,56.3444,114.8794,9.03,89,100,2.46,overcast clouds
541,Hit,IQ,33.6416,42.8251,45.68,60,13,9.62,few clouds
542,Husavik,IS,66.0449,-17.3389,28.58,88,100,10.54,overcast clouds
543,Mitu,CO,1.1983,-70.1733,73.4,98,93,1.61,overcast clouds
544,Malindi,KE,-3.2175,40.1191,75.06,87,71,5.64,broken clouds
545,Ust-Kulom,RU,61.6864,53.6902,0.66,99,100,2.62,overcast clouds
546,Tanabe,JP,33.7333,135.3667,47.41,39,20,11.5,few clouds
547,Lockhart,US,28.6194,-81.4426,71.98,80,20,8.05,few clouds
548,Arrecife,ES,28.963,-13.5477,55.38,67,0,8.05,clear sky
549,Dalby,AU,-27.1833,151.2667,84.31,32,0,5.08,clear sky
550,Gladstone,AU,-23.85,151.25,85.93,48,40,14.97,scattered clouds
551,Yanam,IN,16.7333,82.2167,69.01,87,0,0.74,clear sky
552,Tocache,PE,-8.1842,-76.5125,71.94,97,100,1.01,overcast clouds
553,Umm Lajj,SA,25.0213,37.2685,61.05,58,0,8.55,clear sky
554,Rawson,AR,-43.3002,-65.1023,47.68,68,100,12.75,light rain
555,Kutum,SD,14.2,24.6667,50.59,25,0,14.41,clear sky
556,Kainantu,PG,-6.2887,145.8655,68.22,81,100,1.61,overcast clouds
557,Msanga,TZ,-6.05,36.0333,63.75,97,10,3.4,clear sky
558,Bloemfontein,ZA,-29.1211,26.214,62.08,94,88,3.44,overcast clouds
559,Hilton Head Island,US,32.2163,-80.7526,62.98,87,0,5.75,clear sky
560,Totma,RU,59.9747,42.7642,-7.6,100,100,3.51,overcast clouds
561,Cuamba,MZ,-14.8031,36.5372,67.03,99,99,3.76,light rain
562,San Felipe,VE,10.3399,-68.7425,71.17,96,100,5.77,overcast clouds
563,Batemans Bay,AU,-35.7167,150.1833,76.1,51,88,8.9,overcast clouds
564,Sanchor,IN,24.7553,71.7722,64.09,56,0,1.59,clear sky
565,Kathmandu,NP,27.7167,85.3167,55.62,70,40,2.3,mist
566,Chumikan,RU,54.7183,135.315,-4.05,85,18,19.17,few clouds
567,Krasnoselkup,RU,65.7,82.4667,0.01,97,98,8.63,overcast clouds
568,Nabire,ID,-3.3667,135.4833,81.81,77,100,2.86,light rain
569,Pangai,TO,-19.8,-174.35,84.31,74,75,11.5,light rain
570,Uyuni,BO,-20.4597,-66.825,52.9,67,75,5.73,broken clouds
571,Flin Flon,CA,54.7682,-101.865,-19.57,100,65,4.07,broken clouds
572,Darab,IR,28.7519,54.5444,55.83,49,2,6.69,clear sky
573,Katobu,ID,-4.9408,122.5276,82.53,75,99,8.03,overcast clouds
574,Tazovskiy,RU,67.4667,78.7,2.26,95,100,11.23,overcast clouds
575,Cabedelo,BR,-6.9811,-34.8339,81.27,82,100,10.76,overcast clouds
576,Sagar,IN,23.8333,78.7167,62.38,33,0,5.7,clear sky
577,Chizhou,CN,30.6578,117.4831,45.23,54,5,3.38,clear sky
578,Preobrazheniye,RU,42.9019,133.9064,26.29,35,11,6.76,few clouds
579,Kamaishi,JP,39.2667,141.8833,32.43,50,26,2.13,scattered clouds
580,Awjilah,LY,29.1081,21.2869,54.79,57,90,9.24,overcast clouds
581,Gulbarga,IN,17.3333,76.8333,69.48,25,3,5.35,clear sky
582,Sinjar,IQ,36.3209,41.8754,33.4,58,0,8.52,clear sky
583,Joensuu,FI,62.6012,29.7632,32.49,93,100,10.36,overcast clouds
584,Matagami,CA,49.7502,-77.6328,10.51,85,100,21.85,light snow
585,Bouna,CI,9.2667,-3.0,72.45,19,72,6.11,broken clouds
586,Bastia,FR,42.6667,9.3333,51.3,86,100,4.61,overcast clouds
587,Bontang,ID,0.1333,117.5,81.54,75,100,1.99,overcast clouds
588,Portree,GB,57.4129,-6.1942,35.53,86,17,4.81,few clouds
589,Xingyi,CN,24.1877,102.817,49.66,86,100,4.83,overcast clouds
590,Buzmeyin,TM,38.0507,58.2056,40.73,93,100,4.61,mist
591,Urusha,RU,54.05,122.9,5.0,82,100,1.99,overcast clouds
592,Kudahuvadhoo,MV,2.6708,72.8944,80.78,64,99,14.7,overcast clouds
593,Ekibastuz,KZ,51.6667,75.3667,-10.3,100,100,5.55,overcast clouds
594,Sao Filipe,CV,14.8961,-24.4956,69.98,73,0,14.03,clear sky
595,Zaysan,KZ,47.4667,84.8667,9.81,97,99,3.06,light snow
596,Asarganj,IN,25.15,86.6833,62.74,42,0,2.77,clear sky
597,Kemijarvi,FI,66.7131,27.4306,28.78,94,100,12.1,overcast clouds
598,Villiers,ZA,-27.0303,28.6006,59.86,97,100,3.65,overcast clouds
599,Smithers,CA,54.7804,-127.1743,34.12,64,100,3.44,overcast clouds
600,Hun,LY,29.1268,15.9477,48.0,65,5,5.35,clear sky
601,Kokopo,PG,-4.352,152.2633,85.26,65,99,4.65,overcast clouds
602,Salinopolis,BR,-0.6136,-47.3561,77.45,88,100,6.31,light rain
603,Ayan,RU,56.45,138.1667,-1.8,64,6,8.1,clear sky
604,Kiunga,PG,-6.1219,141.2906,86.56,62,100,4.54,overcast clouds
605,Saint-Francois,FR,46.4154,3.9054,26.04,93,0,0.0,clear sky
606,Kismayo,SO,-0.3582,42.5454,75.79,81,70,17.11,broken clouds
607,Zhigansk,RU,66.7697,123.3711,-29.43,98,100,9.75,overcast clouds
608,Lagoa Vermelha,BR,-28.2086,-51.5258,61.18,96,95,3.4,overcast clouds
609,Asosa,ET,10.0667,34.5333,59.74,25,72,7.74,broken clouds
610,Gravdal,NO,68.1214,13.5031,39.27,91,100,4.56,light rain
611,Bonthe,SL,7.5264,-12.505,76.05,94,87,4.27,overcast clouds
612,Yar-Sale,RU,66.8333,70.8333,12.06,85,100,20.09,overcast clouds
613,Vilyuysk,RU,63.7553,121.6247,-11.63,96,100,3.49,overcast clouds
614,Verkhoyansk,RU,67.5447,133.385,-39.75,94,65,0.85,broken clouds
615,Sioux Lookout,CA,50.1001,-91.917,3.27,66,40,4.61,scattered clouds
616,Ukiah,US,39.1502,-123.2078,48.09,48,0,0.0,clear sky
617,Agadez,NE,19.75,10.25,53.37,27,100,12.68,overcast clouds
618,Santa Maria,BR,-29.6842,-53.8069,72.7,94,0,9.22,clear sky
619,Beisfjord,NO,68.3751,17.5988,34.92,83,98,8.84,overcast clouds
620,Necochea,AR,-38.5473,-58.7368,61.03,72,11,13.62,few clouds
621,Chicama,PE,-7.8447,-79.1469,72.14,70,100,3.2,overcast clouds
622,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,6,30.67,clear sky
623,Uruacu,BR,-14.5247,-49.1408,70.59,91,29,2.42,scattered clouds
624,Coahuayana,MX,18.7333,-103.6833,68.52,79,0,1.1,clear sky
625,Kyzyl-Suu,KG,42.3414,78.0056,30.0,90,100,4.54,light snow
626,Hajduhadhaz,HU,47.6833,21.6667,26.1,91,76,5.39,broken clouds
627,Constitucion,CL,-35.3333,-72.4167,59.07,80,0,12.93,clear sky
628,Ewa Beach,US,21.3156,-158.0072,78.75,67,75,11.5,light rain
629,Taunton,GB,51.0211,-3.1047,50.22,94,100,8.01,overcast clouds
630,Brewster,US,41.3973,-73.6171,61.14,61,0,12.66,clear sky
631,Saint-Pierre,RE,-21.3393,55.4781,73.9,68,0,5.75,clear sky
632,Rocha,UY,-34.4833,-54.3333,60.89,66,0,6.67,clear sky
633,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,83.3,53,15,8.1,few clouds
634,Nusaybin,TR,37.0778,41.2178,31.86,57,0,7.74,clear sky
635,Nyaunglebin,MM,17.95,96.7333,85.17,36,0,4.07,clear sky
636,Arman,RU,59.7,150.1667,5.05,76,100,12.24,overcast clouds
637,Bilma,NE,18.6853,12.9164,55.67,29,21,9.1,few clouds
638,Non Thai,TH,15.1981,102.0358,77.49,57,86,16.31,overcast clouds
639,Piopio,NZ,-38.4667,175.0167,71.1,68,28,4.79,scattered clouds
640,Viedma,AR,-40.8135,-62.9967,56.35,51,78,17.74,broken clouds
641,Xai-Xai,MZ,-25.0519,33.6442,73.65,95,9,6.17,clear sky
642,Kalmunai,LK,7.4167,81.8167,75.92,71,85,4.88,overcast clouds
643,Partizanskoye,RU,55.5006,94.39,-0.47,99,100,2.44,overcast clouds
644,Neryungri,RU,56.6709,124.6491,0.61,90,100,5.53,overcast clouds
645,Martin,US,27.0837,-80.4164,74.97,86,0,7.18,clear sky
646,Mariel,CU,22.9875,-82.7536,68.25,84,0,5.77,clear sky
647,Namatanai,PG,-3.6667,152.4333,86.36,64,96,4.88,overcast clouds
648,Udachnyy,RU,66.4167,112.4,-13.63,99,100,3.94,overcast clouds
649,Birao,CF,10.2849,22.7882,66.06,20,2,12.8,clear sky
650,Wad Rawah,SD,15.1603,33.1397,61.21,25,0,17.25,clear sky
651,Maine-Soroa,NE,13.2114,12.0241,58.55,32,12,11.88,few clouds
652,La Romana,DO,18.4273,-68.9728,73.76,94,20,6.91,few clouds
653,Caravelas,BR,-17.7125,-39.2481,78.28,81,56,8.28,broken clouds
654,Pitanga,BR,-24.7572,-51.7614,62.76,99,64,2.64,broken clouds
655,Tiznit,MA,29.5833,-9.5,48.56,84,82,1.45,broken clouds
656,Kondinskoye,RU,59.6481,67.41,-8.09,99,35,4.36,scattered clouds
657,Warmbad,NA,-28.45,18.7333,66.09,59,2,5.66,clear sky
658,Serov,RU,59.6033,60.5787,-8.01,100,100,2.37,overcast clouds
659,Mount Gambier,AU,-37.8333,140.7667,96.62,12,88,7.2,overcast clouds
660,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.96,93,100,3.67,overcast clouds
661,Bolobo,CD,-2.1667,16.2333,73.24,79,100,3.0,overcast clouds
662,Armizonskoye,RU,55.9461,67.6736,-8.52,99,24,6.78,few clouds
663,Hofn,IS,64.2539,-15.2082,35.13,74,100,7.61,light snow
664,Nyurba,RU,63.2842,118.3319,-15.38,99,100,3.8,overcast clouds
665,Formosa Do Rio Preto,BR,-11.0483,-45.1931,72.95,74,41,3.62,scattered clouds
666,Nuuk,GL,64.1835,-51.7216,22.69,90,100,17.67,light snow
667,Rajpipla,IN,21.8667,73.5,77.63,20,0,4.56,clear sky
668,Mandalgovi,MN,45.7625,106.2708,13.84,41,100,1.97,overcast clouds
669,Mnogovershinnyy,RU,53.9353,139.9242,-0.38,75,3,6.78,clear sky
670,Yatou,CN,37.15,122.3833,38.28,31,0,5.93,clear sky
671,Fort Dix,US,40.0298,-74.6185,62.31,56,0,12.66,clear sky
672,Mao,ES,39.8885,4.2658,50.56,93,40,3.44,scattered clouds
673,Slidell,US,30.2752,-89.7812,73.0,89,40,4.61,scattered clouds
674,Quatre Cocos,MU,-20.2078,57.7625,74.08,75,9,5.12,clear sky
675,Puerto Palomas,MX,31.7667,-107.6167,35.53,27,2,23.78,clear sky
676,Pombas,CV,17.1503,-25.0201,65.98,74,14,18.92,few clouds
677,Kiskunhalas,HU,46.434,19.4848,34.59,84,3,5.06,clear sky
678,Atyrau,KZ,47.1167,51.8833,30.22,93,100,11.18,shower snow
679,Motygino,RU,58.1831,94.7592,-14.01,100,100,1.45,overcast clouds
680,Nicoya,CR,10.1483,-85.452,77.7,66,4,9.13,clear sky
